ï..BOROUGH,BUILDING.CLASS.CATEGORY,RESIDENTIAL.UNITS,LAND..SQUARE.FEET,GROSS..SQUARE.FEET,YEAR.BUILT,SALE.PRICE,MortgageRate,CovidDummy
Brooklyn,1 ONE FAMILY DWELLINGS,1,1600,884,1940,280000,3.17,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1600,884,1940,280000,2.98,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1600,928,1940,455000,2.8,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2000,1728,1915,525000,2.8,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2000,736,1915,525000,2.8,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2400,924,1930,450000,3.01,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2313,4200,1831,4700000,3.17,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1720,2520,1855,5250000,2.87,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1620,3700,1854,2325000,3.02,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1763,2000,1901,3450000,3.02,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1800,1116,1987,490000,3.14,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1800,1116,1987,475000,3.02,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,4000,1116,1987,760000,2.95,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2000,1640,1987,649000,2.87,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2000,1640,1987,550000,2.95,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2000,1640,1987,590000,2.95,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2000,1640,1987,500000,2.87,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2800,1620,1987,525000,2.98,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2800,1340,1986,618000,2.8,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2000,1568,1930,505000,2.73,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1800,1148,1987,515000,3.01,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1800,1148,1987,450000,2.73,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1600,1580,1935,582400,2.95,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1800,1148,1986,532000,3.17,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2500,1130,1986,545000,3.02,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1800,1116,1986,510000,3.01,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,3400,1116,1986,835000,3.02,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1800,1116,1986,544500,2.8,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1800,1116,1986,550000,2.98,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2000,1400,1930,615000,2.98,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1533,2750,1930,775000,2.8,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2935,768,1986,580000,3.17,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2731,2600,1925,685000,2.95,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1800,1116,1986,559000,2.95,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1800,1148,1987,492500,2.87,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1800,1152,1985,479000,3.02,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1800,1152,1985,345000,3.01,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1800,1116,1990,515000,2.98,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1800,1116,1985,520000,2.87,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1800,1116,1985,266000,2.97,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1800,1116,1985,310000,2.97,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1800,1116,1985,589000,3.02,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1802,1116,1985,495000,3.17,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1802,1116,1986,529000,2.87,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1800,1116,1986,555000,3.17,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,3300,1116,1986,707000,2.87,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2500,2500,1932,1126500,2.87,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,969,1560,1901,640000,2.95,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1260,1200,1899,1320000,2.95,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1529,2001,1901,1390000,2.98,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2042,1600,1920,901000,2.73,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2300,1891,1930,540000,2.97,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1440,864,1945,375000,2.8,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1530,864,1940,525000,3.02,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1440,960,1920,525000,2.98,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2217,1676,1925,730000,3.01,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1950,1140,1925,565000,2.8,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1800,1404,1960,625000,3.02,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1800,1260,1960,700000,2.87,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1800,1260,1960,285540,3.02,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,4000,1488,1920,860000,3.01,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2400,983,1930,375000,2.87,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2708,988,1925,225000,2.87,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2400,988,1925,370110,3.01,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1600,1120,1960,575000,2.97,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1600,1120,1960,550000,2.8,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2817,1089,1930,580000,3.17,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1800,1120,1925,425250,2.87,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2000,944,1910,561350,2.98,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2000,1076,1925,570000,2.8,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,4000,992,1930,650000,2.97,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2650,1248,1925,670000,2.87,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2500,972,1925,292000,2.97,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2500,972,1925,600000,2.87,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2808,1320,1955,500000,3.02,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2020,996,1920,545000,3.02,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2500,1328,1920,549000,3.14,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,4333,1212,1920,698000,3.17,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2000,1272,1925,618000,3.02,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2340,1465,1930,700000,3.02,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,3515,1284,1920,355000,2.87,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2000,1368,1930,500000,2.87,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1183,1920,1920,560000,2.73,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1782,1036,1920,300000,3.14,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2130,1192,1920,300000,3.14,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2000,1170,1920,630000,2.8,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2125,940,1930,248000,2.97,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2000,784,1925,590000,3.02,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,4888,1044,1925,483441,2.95,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1628,2128,1955,625000,2.73,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,14390,1380,1899,1325000,3.02,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1566,1224,1950,635000,3.17,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2825,1600,1945,365000,2.97,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2825,720,1920,591000,3.17,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1792,1700,1931,650000,2.98,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1825,1790,1931,355000,2.98,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,3120,870,1925,550000,2.97,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2470,820,1925,639900,2.98,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2423,820,1925,570000,2.95,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2600,744,1925,497000,3.17,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,3200,1323,1960,595000,2.97,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2391,880,1925,680000,3.14,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,4167,1562,1955,700000,3.01,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,3600,1238,1920,659000,3.14,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2600,1152,1955,590000,2.98,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2600,1080,1955,580000,2.95,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2600,1080,1955,530000,2.8,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2600,1080,1955,565000,2.73,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,4000,2051,1960,750000,3.14,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2557,675,1935,380000,2.87,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,3120,732,1910,649000,3.17,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,3120,972,1910,630000,2.97,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2393,1728,1960,660000,3.02,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2133,1584,1960,621000,2.87,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,6000,1858,1960,732000,3.17,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1890,1028,1930,575000,2.8,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2500,1190,1960,675000,2.87,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1280,3072,1901,3675000,2.73,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2000,2400,1901,2810000,2.95,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1496,3120,1931,3650000,3.17,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1700,2700,1959,4425000,2.8,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1667,1680,1901,1215000,2.87,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1300,2070,1920,2150000,2.95,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,3563,3000,1958,3050000,3.17,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1107,2392,1899,2825000,2.87,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2000,2680,1899,2200000,3.17,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1250,2220,1901,2770000,3.17,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2508,4998,1899,1787500,3.01,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1667,2304,1899,3700000,3.17,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1122,3467,1930,300000,2.73,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1742,1875,1899,3800000,3.02,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,653,1200,1905,2915000,2.95,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1664,2349,1901,4200000,3.14,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1242,2227,1931,4700000,3.01,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1947,3520,1900,5100000,2.95,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1004,2400,1899,3285000,3.17,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1471,3016,1901,3755000,2.98,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,520,1447,1931,1750000,2.97,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,922,1404,1931,1750000,3.17,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1693,1520,1970,554000,3.14,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2875,1280,1984,545000,2.8,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1800,1520,1980,647500,3.14,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2573,1430,1988,565000,3.17,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2572,1444,1988,550000,2.87,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,3365,1520,1985,605000,2.95,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,3365,1520,1985,304000,2.97,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2733,1344,1993,560000,2.73,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1664,1344,1993,575000,3.14,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1652,1344,1989,500000,2.98,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1652,1120,1989,515000,3.17,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1652,1344,1989,598000,3.01,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2375,1520,1980,645000,2.97,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1663,1344,1993,370000,3.14,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1664,1344,1993,250000,2.97,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1583,2247,1899,2980000,3.01,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2200,2628,1915,1470000,3.14,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1458,1954,1935,1825000,2.8,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2052,2902,1901,1525000,2.98,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2000,2992,1899,2700000,2.95,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2449,3645,1899,1720000,3.01,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1875,2388,1901,1870000,2.87,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1667,2576,1901,1126000,3.02,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1700,2456,1901,1750000,3.14,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2246,3304,1901,2220000,2.87,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1240,1440,1910,1451000,3.14,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1072,1520,1899,1300000,3.17,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2171,4120,1901,1700000,3.14,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2183,1760,1920,1620000,2.98,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2555,2786,1915,1640000,3.17,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2555,2786,1915,1640000,2.98,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1742,3100,1925,572500,3.17,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,6029,5328,1920,4000000,2.87,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,3064,2520,1920,2275000,3.14,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2555,3366,1905,2550000,2.87,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2555,3024,1905,1725000,2.87,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2555,1716,1905,866000,3.17,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,3194,1960,1925,1500000,3.02,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1650,2045,1915,1402500,3.01,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2946,1800,1910,1200000,3.17,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1822,1326,1920,1175000,3.01,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1200,1080,1920,899000,2.87,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1940,2088,1901,640000,2.8,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,3194,1552,1899,1195000,2.73,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1572,1720,1899,999999,2.98,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1910,2295,1920,740000,3.02,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2544,1492,1925,665000,3.17,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,3122,1796,1925,715000,3.02,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2288,1701,1910,301000,3.14,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1785,1370,1910,718000,2.87,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1785,1410,1910,599000,3.02,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1202,1352,1901,575000,2.97,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2025,1115,1920,698000,2.95,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2358,1360,1935,435000,2.87,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1922,1344,1910,695000,2.87,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1922,1344,1910,740000,2.95,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2650,1840,1910,515000,3.01,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1729,1600,1912,350000,2.98,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2000,1304,1910,279000,2.95,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2575,1646,1910,870000,2.98,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,3125,2222,1901,561750,2.98,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2500,2310,1905,849000,2.87,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1667,1360,1905,530000,3.17,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2758,1120,1901,370500,2.8,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2500,1674,1920,769000,2.97,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1295,1400,1920,735000,2.98,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1333,1136,1910,635000,3.02,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2080,1673,1910,745000,2.87,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1928,1455,1910,610000,3.17,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2600,2322,1901,730000,3.17,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1657,2448,1920,1650000,2.8,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,3125,1749,1920,665000,3.02,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1656,1248,1920,618000,2.8,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,907,3469,2014,4260000,2.98,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,907,3469,2014,4450000,2.87,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1590,3836,2005,3975000,2.8,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1750,3149,1899,2999000,2.98,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1800,2500,1915,870000,3.02,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1800,1288,1925,930000,2.8,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1800,1288,1925,888000,2.97,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1800,1288,1925,950000,3.02,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1737,1170,1930,970000,3.02,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1783,1170,1930,915000,2.98,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1950,1326,1930,930000,2.98,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2149,1480,1925,1070000,2.95,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2201,1480,1925,990000,2.87,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1850,1344,1925,1050000,2.8,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2217,1344,1925,1095000,2.87,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1200,1200,1945,910000,2.98,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2000,1976,1935,835000,3.14,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2000,1976,1935,1250000,3.01,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2000,2128,1925,350000,2.73,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2117,1410,1925,960000,2.98,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2250,1425,1925,1150000,3.17,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2000,1135,1920,995000,3.02,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2400,1802,1920,952000,2.95,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1867,1232,1925,818000,2.73,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,3261,1696,1925,1055000,2.73,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2000,1328,1925,940000,2.87,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2000,1328,1925,900000,2.97,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2500,1520,1925,1227000,2.8,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2000,1392,1910,950000,3.02,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2000,2090,1925,1064000,2.97,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2000,1382,1899,892000,3.01,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2000,1382,1899,899000,2.73,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2450,2007,1930,1250000,3.17,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,4000,3344,1920,2100000,2.8,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2000,2090,1935,838000,2.95,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2000,1950,1935,985000,2.97,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2000,3000,1931,1320000,2.98,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1333,1562,1925,805000,2.97,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1600,1920,1931,1190000,2.97,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1860,1248,1915,1095000,2.98,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1775,1144,1915,860000,2.95,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1775,1144,1915,948000,3.01,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1775,1144,1915,955000,2.98,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1600,1528,1920,930000,2.87,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2000,1408,1930,960000,3.17,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2000,1328,1930,285000,3.17,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2000,1280,1920,988000,2.87,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2033,1464,1920,570000,2.98,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2000,1260,1920,995000,2.73,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1238,901,1920,735000,3.17,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2000,1350,1920,280000,2.97,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1300,975,1920,888000,2.95,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1300,975,1920,870000,2.87,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1808,1170,1920,888000,2.97,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1600,1310,1925,860000,2.87,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1800,1355,1920,1041500,2.8,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1775,1196,1920,980000,2.97,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1775,1196,1920,825000,2.95,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1850,1512,1905,850000,3.17,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2000,1248,1920,1200000,3.01,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1800,1260,1915,782000,3.17,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1800,1296,1915,853000,2.98,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2150,1504,1920,950000,2.73,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1850,1420,1910,305000,3.02,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1600,1540,1930,1180000,3.02,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,4000,2460,1920,1650000,3.17,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1517,1897,1920,998000,3.01,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,3000,1504,1910,1850000,2.87,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,7100,4290,1980,2810000,3.02,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,3000,2580,1945,1450000,2.87,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,3000,2052,1930,1447000,3.01,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,5000,1892,1910,2500000,3.01,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,4000,2634,2006,1900000,2.73,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2700,1472,1920,994000,3.14,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2700,1472,1920,858000,2.98,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1800,1910,1935,1120000,3.02,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2500,1200,1901,499000,3.14,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1800,1134,1990,380000,2.87,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,3500,1134,1992,630000,3.14,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1800,1134,1990,560000,2.73,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,3325,1134,1990,535000,2.87,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1800,1134,1990,479000,2.87,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1800,2000,1997,540000,2.97,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1712,1296,1999,277000,2.98,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1759,1296,1999,585000,2.8,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1710,1296,2000,558900,2.8,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1800,1332,1998,599000,2.8,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1624,1332,2001,575000,3.14,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2500,1250,1920,700000,2.95,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2000,1600,1935,400000,2.98,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2500,1280,1910,499000,3.14,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1497,2400,1935,495000,2.98,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2700,2144,1910,446160,2.95,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,2000,1560,1910,785000,3.17,1
Brooklyn,1 ONE FAMILY DWELLINGS,1,1800,1132,1991,580000,3.17,1
