ï..BOROUGH,BUILDING.CLASS.CATEGORY,RESIDENTIAL.UNITS,LAND..SQUARE.FEET,GROSS..SQUARE.FEET,YEAR.BUILT,SALE.PRICE,MortgageRate,CovidDummy
StatenIsland,2 TWO FAMILY DWELLINGS,2,8000,3633,1985,880000,3.99,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,4000,2209,1970,760000,4.06,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,9525,3286,1984,895000,3.74,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,4000,2840,2018,942006,3.68,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,4000,2840,2018,966319,4.35,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,13701,4400,1986,950000,3.78,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,4002,2200,1994,733000,3.68,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,6000,2250,1996,990000,4.35,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,4000,2600,2001,830000,3.73,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,6000,3120,1995,993980,3.78,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,5000,2352,1975,860000,4.2,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,4000,2044,2018,997885,4.35,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,11680,3936,1998,1350000,3.73,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,0,0,2016,1043706,4.2,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,0,0,2017,1150000,4.35,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,5779,2393,2018,979000,3.64,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,0,0,2016,1089528,3.99,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,6600,3120,1985,830000,4.35,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,1920,2285,2001,669000,3.74,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,1920,2285,2000,675000,3.75,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,2624,1940,2000,455000,4.2,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,5900,2438,1920,770000,3.58,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,8000,3800,1988,900000,3.64,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,4000,2200,1970,727500,4.2,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,4000,2872,2000,820000,3.68,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,4000,2443,2018,989000,4.46,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,4000,2443,2018,495000,3.75,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,8000,2376,1975,912000,4.35,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,4000,2321,2019,989739,3.68,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,4000,4003,2019,990441,3.68,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,12300,2464,1992,618000,3.75,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,3460,1924,1980,435000,3.58,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,2070,2012,1983,650000,4.2,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,2488,2248,1983,450000,3.58,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,2287,2248,1983,642000,4.46,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,2207,2248,1983,365000,4.06,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,2700,2080,1980,610000,3.78,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,2214,2248,1983,625000,3.74,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,2551,2248,1983,610000,3.73,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,2551,2248,1983,385000,3.74,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,2070,2392,1980,563000,4.46,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,2070,2392,1980,570000,4.2,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,2070,2392,1980,785260,3.58,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,3097,1800,1996,665000,4.46,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,2280,1622,1999,645000,3.64,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,7500,3480,1925,808800,3.78,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,7500,2168,1930,1220000,3.99,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,5000,2733,1925,291467,4.06,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,3630,1880,1960,620000,4.46,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,3542,2724,1925,499000,3.78,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,3338,2246,2004,850000,3.75,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,2090,1728,1997,695000,3.64,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,4380,2400,1999,870000,3.78,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,3373,1152,1901,484500,3.68,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,3808,2568,1970,706000,3.68,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,3200,2068,1980,727000,3.73,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,2484,2068,1975,600000,3.73,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,4600,2056,1970,375000,4.06,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,4600,2056,1970,835000,3.68,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,4200,2340,1970,834000,3.58,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,10147,1996,1970,950000,3.58,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,4410,2208,1970,795000,4.46,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,4200,2100,1970,330000,4.35,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,3675,1440,1970,581796,3.64,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,4200,2394,1970,749900,3.74,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,3570,1560,1975,699500,3.64,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,4000,2431,1970,400000,3.73,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,4000,2431,1970,785000,3.73,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,4000,2032,1970,630000,3.68,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,1310,1884,2015,665000,3.58,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,3216,2114,2006,790000,4.35,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,2500,1326,1981,654160,4.2,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,2450,1854,1981,630000,3.99,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,2450,1326,1981,598000,3.99,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,2583,1470,1981,585000,4.06,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,2583,1470,1981,335000,4.2,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,2583,1470,1981,660000,3.74,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,2575,1398,1981,600000,4.35,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,4442,2068,1960,656000,3.73,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,3800,1728,1970,600000,4.35,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,3540,1912,1974,425000,4.46,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,3330,1912,1974,565000,4.35,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,3350,1584,1980,525000,3.78,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,3300,1624,1980,490000,3.99,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,3225,1624,1983,560000,3.78,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,4159,2574,1975,625000,3.64,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,5239,2100,1970,700000,3.74,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,2755,2256,1975,480000,3.74,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,2921,1680,1991,510000,3.78,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,5100,720,2004,230000,4.2,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,3150,1400,2002,540000,4.2,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,3150,1400,2002,588000,3.75,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,5000,2684,1970,903000,4.06,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,4500,2357,1970,800000,3.73,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,4275,2254,1965,750000,4.35,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,3570,2238,1965,707000,4.2,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,4300,2004,1970,775000,3.68,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,5630,1992,1970,665000,3.68,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,10080,1532,1945,700000,4.06,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,4640,2404,1975,868000,4.06,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,4000,2344,1975,525000,3.58,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,4000,2640,2018,1069163,4.2,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,4290,2500,1970,850000,3.58,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,4200,2313,1970,890000,4.2,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,4560,2194,1970,720000,3.74,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,4171,2810,1970,775000,3.75,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,4200,2380,1970,825000,3.75,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,4100,2400,1970,830000,3.64,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,4400,2600,1970,460000,3.73,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,4400,2810,1970,730000,3.73,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,4000,2646,1970,837500,4.06,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,5000,1028,1920,625000,4.35,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,5000,1360,1925,648000,3.99,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,2334,1470,1950,330000,4.35,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,2185,1496,1940,490000,3.64,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,2088,1824,1940,686000,4.46,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,3219,1824,1940,540000,3.78,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,3366,1760,1915,650000,3.58,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,4400,2100,2003,545000,3.58,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,6200,3508,2005,910000,4.46,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,3929,1938,1920,839000,3.75,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,3600,2032,1920,695000,3.64,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,3600,1950,1925,680000,3.68,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,3835,1604,1925,725000,3.75,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,3100,1480,1950,405600,3.64,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,3000,1600,1950,529000,3.78,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,6100,1964,1955,760000,3.58,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,3038,2475,1920,615000,3.73,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,4170,2160,1925,331885,4.2,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,5700,2407,1930,665000,3.68,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,6650,1888,1945,725500,4.46,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,4900,1339,1950,474000,3.64,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,5700,1640,1940,620000,3.78,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,3300,852,1901,263000,3.68,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,3240,2200,1925,605000,3.73,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,3700,1676,1930,679000,3.74,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,0,0,2018,915407,4.46,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,5700,1743,1950,880000,4.2,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,4360,1880,1970,590000,3.74,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,5350,2400,1901,576000,3.78,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,4320,2088,1928,550000,3.75,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,5846,2608,1915,695000,4.06,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,3784,1868,1970,690000,3.68,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,2470,1536,2004,500000,3.68,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,6363,1579,1951,651900,3.75,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,3050,1980,1901,385000,3.74,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,2500,1648,1905,610000,4.2,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,2275,1744,1920,324000,3.78,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,5162,2218,1920,408000,3.68,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,3700,2480,1920,300000,3.75,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,2555,1800,2002,420000,3.78,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,3442,2346,2018,750000,3.58,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,5233,1297,1945,530000,3.78,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,5960,1431,1950,515000,4.35,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,4000,1511,1925,954001,4.2,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,4000,1511,1925,392342,3.73,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,1875,1810,1915,500000,3.74,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,2500,1452,1901,350000,4.06,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,5000,2366,1925,620000,3.68,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,4500,2024,1930,670000,4.06,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,2932,1456,1950,735000,3.78,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,5040,2167,1965,753500,4.2,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,5000,2300,1965,905000,3.64,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,4530,840,1915,520000,3.75,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,5000,1920,1920,760000,4.2,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,2860,1450,1980,618000,3.68,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,3827,2400,1945,998000,4.46,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,3760,3600,2019,1078000,3.74,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,3800,3075,2016,979000,3.68,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,5500,2640,1915,670000,3.99,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,2495,1480,2004,780000,3.68,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,3700,2000,2011,975000,3.99,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,5000,2112,1920,572400,3.74,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,5500,1920,1950,405600,3.78,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,3346,2436,2005,880000,4.2,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,5000,1964,1901,760000,3.78,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,4000,2744,1960,800000,3.74,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,5000,2072,1960,755000,3.73,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,4160,1976,1955,650000,4.35,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,3520,2084,2017,916424,4.46,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,9700,1540,1955,850000,4.46,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,4200,1984,1965,900000,4.35,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,4500,1984,1965,823000,3.58,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,6786,1408,1899,599000,4.35,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,5000,2704,1975,795000,3.78,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,4000,1976,1955,785000,3.78,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,5850,1948,1955,780000,3.75,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,6000,2504,1980,742500,4.06,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,2484,1560,1975,575000,3.58,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,3125,1800,2000,208000,4.35,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,4000,2496,2001,880000,4.2,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,4031,2200,2006,919000,3.73,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,4000,2400,1975,830000,3.78,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,4000,2025,1970,745000,4.2,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,4000,2186,1965,915000,3.64,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,4300,1560,1965,603000,3.78,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,4000,2016,1965,329000,4.06,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,3510,1890,1975,640000,3.73,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,7500,2856,1970,880000,3.75,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,5198,2932,1975,732500,3.58,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,4300,1836,1975,728000,3.78,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,4000,1836,1975,715000,3.99,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,4300,1816,1965,785000,4.06,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,4200,1720,1965,600000,3.74,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,8425,1912,1989,728000,3.68,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,3183,1900,1979,660000,4.06,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,4256,2024,1970,700000,3.75,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,2940,1900,1980,690000,4.35,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,3575,1632,1980,540000,3.74,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,3810,2000,1980,660000,3.75,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,3930,2152,1980,730000,3.73,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,4780,1880,1997,895000,3.73,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,4000,2448,1970,773888,3.73,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,4040,2192,1970,800000,3.68,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,9136,2520,2010,1075000,3.75,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,4000,2156,1965,832500,3.58,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,3300,2279,2019,865513,3.78,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,10143,2800,1987,680000,3.73,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,2000,1288,1975,565000,3.58,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,3150,2904,2018,945954,3.73,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,1520,1344,1987,560038,4.35,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,7103,3466,2015,1285000,4.46,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,6000,2880,1960,1150000,4.2,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,5925,1754,1960,1071237,3.58,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,3720,1700,1998,837000,3.99,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,4000,825,1955,595000,3.75,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,4000,1430,1925,386000,3.68,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,3625,1936,1930,649000,3.73,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,5700,2016,1945,600000,3.99,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,5220,1850,1955,820000,3.58,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,3750,2430,2017,814600,3.99,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,6000,1475,1950,785000,3.73,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,4230,2680,1910,499000,3.78,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,5960,1557,1990,785000,3.74,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,4158,1920,1960,700000,4.35,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,4200,1600,1960,680000,4.06,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,6110,1792,1960,880000,3.99,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,2789,1584,1999,820000,3.74,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,1443,864,1986,263640,3.64,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,2500,2210,1986,430000,3.75,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,3488,2330,1986,454521,4.46,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,3488,2330,1986,775000,3.78,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,2121,1800,1985,265000,4.35,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,2300,2920,1984,660000,4.06,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,2400,2608,1985,715000,3.99,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,2575,2408,1985,732000,3.99,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,3918,2408,1982,680000,3.73,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,4900,2632,1980,830000,3.58,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,2845,3696,1982,553800,3.58,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,3219,2432,1980,765000,4.35,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,4864,2533,1980,720000,4.2,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,3440,2304,1975,740000,4.06,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,4050,2108,1960,735000,3.58,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,6000,1848,1970,870000,3.68,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,4452,1880,1980,660000,3.75,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,2500,1932,1984,609500,3.58,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,2100,1596,1985,545000,3.78,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,3488,2088,1980,640000,4.35,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,1985,1900,1996,680000,3.74,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,2295,1900,1996,659800,3.58,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,2106,1440,1994,550000,3.78,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,3550,1660,1988,710000,4.06,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,2950,1660,1988,760000,3.99,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,4000,2700,1997,770000,3.58,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,4000,2100,1970,710000,3.68,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,6000,2192,1960,868888,3.75,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,2630,2088,1990,670000,3.58,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,6250,1440,2004,1057455,4.35,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,6490,3892,1930,620000,3.74,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,4427,1928,1994,735000,3.64,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,4428,1928,1994,720000,3.73,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,5000,2420,1960,700000,3.68,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,7000,2608,1930,733888,4.35,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,3800,2336,1975,780000,3.64,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,6000,2662,1985,700000,3.99,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,4315,2496,1965,765000,3.78,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,5000,2860,1985,770000,3.78,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,3800,1999,2018,964792,3.58,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,5600,1800,1950,625000,3.99,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,3600,1672,1960,725000,4.06,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,6120,2400,1930,995849,4.46,0
StatenIsland,2 TWO FAMILY DWELLINGS,1,2000,1024,1920,415000,4.2,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,4000,2100,1997,772000,4.35,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,3720,2216,2018,952064,3.64,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,3960,2132,1955,790000,4.06,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,4050,1680,1970,1298421,3.78,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,4140,1966,1955,750000,4.06,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,3800,1408,1955,660000,3.74,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,3400,2590,1988,630000,3.68,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,3400,2590,1988,635000,3.68,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,5208,3190,1975,1320000,3.75,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,4000,2400,2012,930000,4.46,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,4959,1620,2001,669326,4.06,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,4000,2218,1977,770000,3.73,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,2645,1240,1999,650000,3.64,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,4000,2197,1970,550000,4.35,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,5219,1840,2015,773870,3.74,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,5831,2532,2016,921516,3.74,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,3500,2391,1986,735000,3.58,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,5480,1976,1970,860000,3.64,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,4141,1720,1960,725000,3.78,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,3700,1400,1965,600000,3.78,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,4400,1920,1970,700000,3.78,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,2325,1600,2001,690000,3.75,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,4000,2405,2004,820000,3.58,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,4000,1749,1930,580000,3.74,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,6400,2880,1985,840000,3.68,0
StatenIsland,2 TWO FAMILY DWELLINGS,2,4275,2350,1970,750000,3.99,0
